geoid,geoid20,year,denom_total_pop,all_crime_count,all_crime_rate,parti_violent_rate,parti_violent_count,parti_property_rate,parti_property_count,partii_rate,partii_count,_merge
1400000US06037800325,6037800325,2022,3677,113,307.31573,10.878433,4,135.98042,50,160.45689,59,Master only (1)
1400000US06037800328,6037800328,2022,1217,36,295.80936,16.433853,2,164.33853,20,115.03698,14,Master only (1)
1400000US06037800333,6037800333,2022,2196,116,528.23315,22.768671,5,236.79417,52,268.67032,59,Master only (1)
1400000US06037800334,6037800334,2022,3749,94,250.73354,13.33689,5,120.03201,45,117.36463,44,Master only (1)
1400000US06037800335,6037800335,2022,4475,154,344.13406,15.642458,7,111.73184,50,216.75978,97,Master only (1)
1400000US06037800336,6037800336,2022,3893,150,385.30698,10.274853,4,156.6915,61,218.34061,85,Master only (1)
1400000US06037800337,6037800337,2022,3771,164,434.89792,13.259083,5,182.97534,69,238.66348,90,Master only (1)
1400000US06037800338,6037800338,2022,6471,126,194.71487,12.362849,8,86.539948,56,95.812088,62,Master only (1)
1400000US06037800406,6037800406,2022,2167,125,576.83435,13.844024,3,318.41257,69,244.57776,53,Master only (1)
1400000US06037800410,6037800410,2022,3527,90,255.17436,14.176353,5,107.74029,38,133.25772,47,Master only (1)
1400000US06037800411,6037800411,2022,2740,130,474.45255,18.248175,5,226.27737,62,229.927,63,Master only (1)
1400000US06037800412,6037800412,2022,3682,178,483.43292,21.727322,8,187.39815,69,274.30743,101,Master only (1)
1400000US06037800504,6037800504,2022,1890,363,1920.6349,84.656082,16,629.62964,119,1206.3492,228,Master only (1)
1400000US06037800506,6037800506,2022,3393,214,630.71027,50.103153,17,282.93546,96,297.67169,101,Master only (1)
1400000US06037900102,6037900102,2022,782,190,2429.6675,140.66496,11,767.26343,60,1521.7391,119,Master only (1)
1400000US06037900103,6037900103,2022,6514,157,241.01935,19.957016,13,69.081978,45,151.98035,99,Master only (1)
1400000US06037900104,6037900104,2022,6593,220,333.68726,22.751404,15,106.17322,70,204.76263,135,Master only (1)
1400000US06037900301,6037900301,2022,4439,128,288.35324,42.802433,19,72.08831,32,173.46249,77,Master only (1)
1400000US06037900501,6037900501,2022,7939,565,711.67651,81.87429,65,182.64265,145,447.15961,355,Master only (1)
1400000US06037900504,6037900504,2022,7051,646,916.18213,75.166641,53,289.32068,204,551.69482,389,Master only (1)
1400000US06037900505,6037900505,2022,4587,243,529.758,54.501854,25,104.64355,48,370.61261,170,Master only (1)
1400000US06037900506,6037900506,2022,5095,219,429.83316,62.806675,32,113.8371,58,253.18941,129,Master only (1)
1400000US06037900508,6037900508,2022,3831,156,407.20438,28.713129,11,83.529106,32,294.96216,113,Master only (1)
1400000US06037900509,6037900509,2022,4480,180,401.78571,44.642857,20,109.375,49,247.76785,111,Master only (1)
1400000US06037900510,6037900510,2022,3960,81,204.54546,20.202021,8,47.979797,19,136.36363,54,Master only (1)
1400000US06037900602,6037900602,2022,5463,264,483.25095,51.253891,28,170.23613,93,261.76093,143,Master only (1)
1400000US06037900606,6037900606,2022,4580,548,1196.5066,161.57205,74,288.20959,132,746.72491,342,Master only (1)
1400000US06037900607,6037900607,2022,3998,308,770.38519,137.56879,55,180.09004,72,452.72635,181,Master only (1)
1400000US06037900608,6037900608,2022,4229,134,316.85977,42.563255,18,68.574127,29,205.7224,87,Master only (1)
1400000US06037900609,6037900609,2022,5186,267,514.84766,71.345932,37,161.97455,84,281.52719,146,Master only (1)
1400000US06037900610,6037900610,2022,3207,121,377.29965,43.654507,14,109.13626,35,224.50888,72,Master only (1)
1400000US06037900611,6037900611,2022,4808,115,239.18469,27.038269,13,60.316139,29,151.83028,73,Master only (1)
1400000US06037900701,6037900701,2022,4436,743,1674.9324,148.78268,66,439.58521,195,1086.5645,482,Master only (1)
1400000US06037900703,6037900703,2022,5363,633,1180.3096,119.33619,64,425.13519,228,635.83813,341,Master only (1)
1400000US06037900704,6037900704,2022,3343,478,1429.8534,155.5489,52,601.25635,201,673.04816,225,Master only (1)
1400000US06037900705,6037900705,2022,4145,677,1633.2931,159.22798,66,651.38721,270,822.67792,341,Master only (1)
1400000US06037900804,6037900804,2022,3877,337,869.22876,103.17255,40,242.45551,94,523.60071,203,Master only (1)
1400000US06037900805,6037900805,2022,5629,225,399.71576,47.965893,27,131.46207,74,220.2878,124,Master only (1)
1400000US06037900806,6037900806,2022,4274,601,1406.1769,163.78101,70,360.31821,154,882.0777,377,Master only (1)
1400000US06037900807,6037900807,2022,3859,153,396.47577,51.826897,20,106.24514,41,238.40373,92,Master only (1)
1400000US06037900808,6037900808,2022,5369,231,430.24771,59.601414,32,130.3781,70,240.2682,129,Master only (1)
1400000US06037900901,6037900901,2022,3033,178,586.87769,52.753048,16,290.14178,88,243.98285,74,Master only (1)
1400000US06037900902,6037900902,2022,1397,65,465.28275,14.316392,2,264.85327,37,186.1131,26,Master only (1)
1400000US06037901003,6037901003,2022,3658,15,41.006016,5.4674687,2,10.934937,4,24.603609,9,Master only (1)
1400000US06037901007,6037901007,2022,2254,140,621.11804,70.984917,16,217.39131,49,332.74179,75,Master only (1)
1400000US06037901008,6037901008,2022,3365,336,998.5141,74.294205,25,499.25705,168,424.96286,143,Master only (1)
1400000US06037901009,6037901009,2022,5550,301,542.34235,48.648647,27,207.20721,115,286.48648,159,Master only (1)
1400000US06037901010,6037901010,2022,5521,143,259.01105,34.414055,19,76.073174,42,148.52382,82,Master only (1)
1400000US06037901011,6037901011,2022,5363,155,289.01733,27.969419,15,123.06544,66,137.98247,74,Master only (1)
1400000US06037901012,6037901012,2022,6806,72,105.78901,4.4078755,3,36.732296,25,64.648842,44,Master only (1)
1400000US06037901013,6037901013,2022,3613,84,232.49377,30.445614,11,80.265709,29,121.78246,44,Master only (1)
1400000US06037901014,6037901014,2022,5272,142,269.3475,22.761761,12,62.594841,33,183.99089,97,Master only (1)
1400000US06037901101,6037901101,2022,5375,155,288.3721,29.767443,16,93.023254,50,165.58139,89,Master only (1)
1400000US06037901102,6037901102,2022,5244,223,425.24789,24.790236,13,188.78719,99,211.67049,111,Master only (1)
1400000US06037901209,6037901209,2022,989,157,1587.462,60.667339,6,515.67242,51,1011.1224,100,Master only (1)
1400000US06037901210,6037901210,2022,1714,22,128.35472,5.8343058,1,52.508751,9,70.011665,12,Master only (1)
1400000US06037901214,6037901214,2022,4926,66,133.98294,8.1201782,4,36.540802,18,89.321968,44,Master only (1)
1400000US06037901215,6037901215,2022,3638,88,241.89114,13.743815,5,65.970314,24,162.17702,59,Master only (1)
1400000US06037901216,6037901216,2022,2473,65,262.83865,32.349373,8,121.31015,30,109.17914,27,Master only (1)
1400000US06037901217,6037901217,2022,1533,29,189.17155,13.046314,2,45.662102,7,130.46315,20,Master only (1)
1400000US06037901218,6037901218,2022,2424,42,173.26733,8.2508249,2,74.257423,18,90.759079,22,Master only (1)
1400000US06037901300,6037901300,2022,2206,201,911.15143,86.128738,19,435.17679,96,389.84589,86,Master only (1)
1400000US06037910002,6037910002,2022,7240,221,305.24863,30.38674,22,82.872925,60,191.98895,139,Master only (1)
1400000US06037910210,6037910210,2022,7665,97,126.54925,2.6092629,2,52.185257,40,71.75473,55,Master only (1)
1400000US06037910211,6037910211,2022,1677,28,166.96481,5.9630294,1,83.482407,14,77.519379,13,Master only (1)
1400000US06037910212,6037910212,2022,3143,100,318.16736,19.090042,6,98.631882,31,200.44543,63,Master only (1)
1400000US06037910213,6037910213,2022,1530,138,901.96075,13.071896,2,627.45099,96,261.4379,40,Master only (1)
1400000US06037910214,6037910214,2022,5499,170,309.14713,34.551735,19,70.921989,39,203.6734,112,Master only (1)
1400000US06037910215,6037910215,2022,6659,350,525.60443,40.546627,27,253.79185,169,231.26596,154,Master only (1)
1400000US06037910216,6037910216,2022,5257,75,142.66692,9.5111284,5,64.675667,34,68.480125,36,Master only (1)
1400000US06037910217,6037910217,2022,5356,53,98.954445,3.7341299,2,28.005974,15,67.21434,36,Master only (1)
1400000US06037910218,6037910218,2022,4591,945,2058.375,119.79961,55,903.9425,415,1034.6329,475,Master only (1)
1400000US06037910301,6037910301,2022,4332,143,330.10156,23.084026,10,136.19576,59,170.82179,74,Master only (1)
1400000US06037910302,6037910302,2022,6138,88,143.36917,11.404366,7,39.100685,24,92.864128,57,Master only (1)
1400000US06037910401,6037910401,2022,6096,448,734.90814,90.223099,55,237.86089,145,406.82416,248,Master only (1)
1400000US06037910404,6037910404,2022,4863,133,273.49371,20.563438,10,92.535469,45,160.39482,78,Master only (1)
1400000US06037910405,6037910405,2022,5882,645,1096.5658,119.00714,70,261.8157,154,715.74292,421,Master only (1)
1400000US06037910501,6037910501,2022,5460,671,1228.9377,108.05861,59,280.21979,153,840.65936,459,Master only (1)
1400000US06037910502,6037910502,2022,4875,364,746.66669,82.051285,40,256.41025,125,408.20514,199,Master only (1)
1400000US06037910504,6037910504,2022,4363,199,456.10818,50.424019,22,103.14004,45,302.54413,132,Master only (1)
1400000US06037910505,6037910505,2022,3251,75,230.69824,9.2279301,3,116.88711,38,104.58321,34,Master only (1)
1400000US06037910601,6037910601,2022,6449,262,406.26453,34.113815,22,102.34145,66,269.80927,174,Master only (1)
1400000US06037910602,6037910602,2022,4867,431,885.55579,96.568726,47,234.23053,114,554.75653,270,Master only (1)
1400000US06037910605,6037910605,2022,5376,132,245.53572,20.461309,11,46.502975,25,178.57143,96,Master only (1)
1400000US06037910606,6037910606,2022,3209,62,193.2066,18.697414,6,46.743534,15,127.76566,41,Master only (1)
1400000US06037910607,6037910607,2022,4233,112,264.58777,23.623907,10,59.059769,25,181.90408,77,Master only (1)
1400000US06037910608,6037910608,2022,3636,109,299.77997,27.50275,10,82.508247,30,189.76898,69,Master only (1)
1400000US06037910706,6037910706,2022,6888,308,447.15448,49.361206,34,137.92102,95,259.87225,179,Master only (1)
1400000US06037910707,6037910707,2022,5101,210,411.68399,41.1684,21,131.3468,67,239.16879,122,Master only (1)
1400000US06037910709,6037910709,2022,1660,93,560.24097,42.168674,7,180.72289,30,337.3494,56,Master only (1)
1400000US06037910712,6037910712,2022,3322,106,319.0849,30.102348,10,93.317276,31,195.66527,65,Master only (1)
1400000US06037910713,6037910713,2022,7172,194,270.49637,27.886225,20,82.264359,59,160.34579,115,Master only (1)
1400000US06037910714,6037910714,2022,4116,87,211.37027,38.872692,16,51.020409,21,121.47717,50,Master only (1)
1400000US06037910715,6037910715,2022,6538,231,353.31906,36.708473,24,97.889259,64,218.72133,143,Master only (1)
1400000US06037910716,6037910716,2022,6488,132,203.45253,12.330456,8,77.065353,50,114.05672,74,Master only (1)
1400000US06037910717,6037910717,2022,2308,47,203.63951,21.663778,5,25.996534,6,155.9792,36,Master only (1)
1400000US06037910718,6037910718,2022,5308,155,292.01205,33.911079,18,50.866615,27,207.23436,110,Master only (1)
1400000US06037910719,6037910719,2022,4658,56,120.22327,12.881064,6,17.174753,8,90.167458,42,Master only (1)
1400000US06037910720,6037910720,2022,5366,153,285.1286,26.090197,14,63.361908,34,195.67648,105,Master only (1)
1400000US06037910721,6037910721,2022,3708,246,663.43042,35.05933,13,355.98706,132,272.38403,101,Master only (1)
1400000US06037910804,6037910804,2022,2900,80,275.86206,6.8965516,2,127.5862,37,141.3793,41,Master only (1)
1400000US06037910807,6037910807,2022,6142,115,187.23543,6.5125365,4,35.818951,22,144.90395,89,Master only (1)
1400000US06037910808,6037910808,2022,3836,41,106.88217,2.6068821,1,46.923878,18,57.351406,22,Master only (1)
1400000US06037910809,6037910809,2022,2219,62,279.40515,4.5065346,1,85.624153,19,189.27444,42,Master only (1)
1400000US06037910810,6037910810,2022,2927,59,201.57158,6.8329349,2,112.74342,33,81.995216,24,Master only (1)
1400000US06037910814,6037910814,2022,3434,82,238.78859,14.56028,5,78.625511,27,145.6028,50,Master only (1)
1400000US06037910815,6037910815,2022,5272,289,548.17908,36.039455,19,193.47496,102,318.66464,168,Master only (1)
1400000US06037911001,6037911001,2022,3658,290,792.78296,54.674686,20,319.84692,117,418.26135,153,Master only (1)
1400000US06037911100,6037911100,2022,7316,353,482.50409,54.674686,40,164.02406,120,263.80536,193,Master only (1)
1400000US06037920013,6037920013,2022,8039,246,306.00821,7.4636149,6,124.39358,100,174.15102,140,Master only (1)
1400000US06037920015,6037920015,2022,6443,36,55.874592,1.552072,1,20.176937,13,34.145584,22,Master only (1)
1400000US06037920016,6037920016,2022,4901,42,85.6968,0,0,46.929199,23,38.767597,19,Master only (1)
1400000US06037920017,6037920017,2022,4224,79,187.02652,0,0,56.81818,24,130.20833,55,Master only (1)
1400000US06037920018,6037920018,2022,2065,35,169.49153,4.8426151,1,77.481842,16,87.167068,18,Master only (1)
1400000US06037920020,6037920020,2022,5655,86,152.0778,7.0733862,4,58.355438,33,86.648987,49,Master only (1)
1400000US06037920028,6037920028,2022,9068,44,48.522278,0,0,19.850021,18,28.672255,26,Master only (1)
1400000US06037920029,6037920029,2022,3681,68,184.73241,19.016571,7,54.333061,20,111.38277,41,Master only (1)
1400000US06037920030,6037920030,2022,5506,271,492.19034,27.243008,15,167.09045,92,297.85687,164,Master only (1)
1400000US06037920031,6037920031,2022,5924,134,226.19852,11.81634,7,54.017555,32,160.36462,95,Master only (1)
1400000US06037920034,6037920034,2022,3977,57,143.32411,5.0289164,2,62.861454,25,75.433746,30,Master only (1)
1400000US06037920035,6037920035,2022,8598,371,431.4957,12.793673,11,126.77367,109,291.92834,251,Master only (1)
1400000US06037920038,6037920038,2022,3014,152,504.3132,3.3178501,1,228.93166,69,272.06369,82,Master only (1)
1400000US06037920039,6037920039,2022,1677,18,107.33453,5.9630294,1,35.778175,6,65.593323,11,Master only (1)
1400000US06037920040,6037920040,2022,3270,79,241.59021,18.348623,6,85.626915,28,137.61469,45,Master only (1)
1400000US06037920041,6037920041,2022,2952,143,484.41736,16.93767,5,162.60162,48,304.87805,90,Master only (1)
1400000US06037920042,6037920042,2022,6583,360,546.86316,15.190642,10,200.51648,132,331.15601,218,Master only (1)
1400000US06037920043,6037920043,2022,8748,171,195.47325,4.5724735,4,102.88066,90,88.020119,77,Master only (1)
1400000US06037920044,6037920044,2022,2544,44,172.95598,0,0,86.477989,22,86.477989,22,Master only (1)
1400000US06037920045,6037920045,2022,4492,36,80.142479,0,0,24.487978,11,55.654495,25,Master only (1)
1400000US06037920046,6037920046,2022,3741,162,433.03931,24.057739,9,74.846298,28,334.13525,125,Master only (1)
1400000US06037920047,6037920047,2022,7559,190,251.356,14.55219,11,107.15703,81,129.64677,98,Master only (1)
1400000US06037920048,6037920048,2022,5431,285,524.76526,23.936661,13,152.82637,83,348.0022,189,Master only (1)
1400000US06037920049,6037920049,2022,5936,83,139.8248,6.7385445,4,32.008087,19,101.07817,60,Master only (1)
1400000US06037920050,6037920050,2022,1040,26,250,38.46154,4,115.38461,12,96.153847,10,Master only (1)
1400000US06037920102,6037920102,2022,4899,259,528.67932,18.371096,9,159.21617,78,351.09207,172,Master only (1)
1400000US06037920104,6037920104,2022,2959,82,277.12064,10.13856,3,77.728966,23,189.25313,56,Master only (1)
1400000US06037920106,6037920106,2022,3761,220,584.95081,23.929806,9,218.02711,82,342.9939,129,Master only (1)
1400000US06037920109,6037920109,2022,4740,43,90.7173,2.1097047,1,31.645569,15,56.962025,27,Master only (1)
1400000US06037920110,6037920110,2022,3061,40,130.67625,6.5338125,2,81.672653,25,42.46978,13,Master only (1)
1400000US06037920111,6037920111,2022,3092,24,77.619667,3.2341526,1,25.87322,8,48.512291,15,Master only (1)
1400000US06037920112,6037920112,2022,3925,48,122.29299,5.0955415,2,71.337578,28,45.859871,18,Master only (1)
1400000US06037920114,6037920114,2022,5959,134,224.86995,16.78134,10,119.14751,71,88.941101,53,Master only (1)
1400000US06037920115,6037920115,2022,4216,219,519.44971,11.859583,5,265.65466,112,241.93549,102,Master only (1)
1400000US06037920116,6037920116,2022,5171,96,185.65074,3.8677239,2,63.817444,33,117.96558,61,Master only (1)
1400000US06037920118,6037920118,2022,6047,67,110.79874,6.6148505,4,44.650238,27,59.533653,36,Master only (1)
1400000US06037920119,6037920119,2022,1784,17,95.291481,0,0,33.632286,6,61.659191,11,Master only (1)
1400000US06037920120,6037920120,2022,4283,33,77.048798,9.3392487,4,18.678497,8,49.031052,21,Master only (1)
1400000US06037920121,6037920121,2022,10241,288,281.22253,8.7882042,9,122.0584,125,150.37595,154,Master only (1)
1400000US06037920200,6037920200,2022,4155,1827,4397.1118,255.11432,106,33.694344,14,4108.3032,1707,Master only (1)
1400000US06037920303,6037920303,2022,1507,33,218.9781,6.6357002,1,112.8069,17,99.5355,15,Master only (1)
1400000US06037920312,6037920312,2022,6363,387,608.20367,18.859028,12,146.15747,93,443.18716,282,Master only (1)
1400000US06037920313,6037920313,2022,5487,150,273.37341,10.934937,6,94.769455,52,167.66904,92,Master only (1)
1400000US06037920314,6037920314,2022,3368,230,682.89789,29.691212,10,258.31354,87,394.8931,133,Master only (1)
1400000US06037920322,6037920322,2022,2767,62,224.06938,7.228045,2,93.964584,26,122.87676,34,Master only (1)
1400000US06037920326,6037920326,2022,6464,410,634.28217,27.846535,18,349.62872,226,256.80695,166,Master only (1)
1400000US06037920328,6037920328,2022,1956,91,465.23517,20.449898,4,204.49898,40,240.2863,47,Master only (1)
1400000US06037920329,6037920329,2022,6445,322,499.61209,43.44453,28,226.5322,146,229.63538,148,Master only (1)
1400000US06037920330,6037920330,2022,3590,107,298.05014,5.5710306,2,119.77716,43,172.70195,62,Master only (1)
1400000US06037920331,6037920331,2022,3764,79,209.8831,5.3134961,2,95.642937,36,108.92667,41,Master only (1)
1400000US06037920332,6037920332,2022,2215,44,198.6456,9.0293455,2,63.205418,14,126.41084,28,Master only (1)
1400000US06037920334,6037920334,2022,6122,104,169.87912,8.1672659,5,62.07122,38,99.64064,61,Master only (1)
1400000US06037920338,6037920338,2022,5651,39,69.014336,0,0,28.313572,16,40.70076,23,Master only (1)
1400000US06037920339,6037920339,2022,8749,194,221.73962,12.572865,11,73.151215,64,136.01555,119,Master only (1)
1400000US06037920340,6037920340,2022,3072,115,374.34897,26.041666,8,65.104164,20,283.20313,87,Master only (1)
1400000US06037920341,6037920341,2022,3198,286,894.30896,37.523453,12,137.586,44,719.19952,230,Master only (1)
1400000US06037920342,6037920342,2022,3175,110,346.4567,40.944881,13,88.18898,28,217.32283,69,Master only (1)
1400000US06037920343,6037920343,2022,4206,117,278.17404,19.020447,8,80.836899,34,178.3167,75,Master only (1)
1400000US06037930400,6037930400,2022,1234,140,1134.5219,64.829819,8,656.40192,81,413.2901,51,Master only (1)
1400000US06037980015,6037980015,2022,1116,1,8.9605732,0,0,8.9605732,1,0,0,Master only (1)
1400000US06037980017,6037980017,2022,1379,5,36.25816,0,0,21.754894,3,14.503263,2,Master only (1)
1400000US06037980031,6037980031,2022,954,278,2914.0461,272.53668,26,1425.5765,136,974.84277,93,Master only (1)
1400000US06037101110,6037101110,2021,3879,141,363.49576,12.88992,5,190.77081,74,159.83501,62,Master only (1)
1400000US06037101122,6037101122,2021,4247,52,122.43937,2.3546033,1,54.155876,23,65.928894,28,Master only (1)
1400000US06037101220,6037101220,2021,3583,115,320.96008,25.118616,9,150.7117,54,145.12978,52,Master only (1)
1400000US06037101221,6037101221,2021,3723,74,198.76443,10.744023,4,94.010208,35,94.010208,35,Master only (1)
1400000US06037101222,6037101222,2021,2690,102,379.18216,22.304832,6,193.30855,52,159.8513,43,Master only (1)
1400000US06037101300,6037101300,2021,4068,116,285.1524,14.749263,6,186.82399,76,83.579155,34,Master only (1)
1400000US06037101400,6037101400,2021,3372,121,358.83749,23.724792,8,195.72954,66,136.41756,46,Master only (1)
1400000US06037102103,6037102103,2021,1767,86,486.70062,39.615166,7,282.96548,50,158.46066,28,Master only (1)
1400000US06037102104,6037102104,2021,4003,80,199.85011,7.494379,3,72.445663,29,119.91006,48,Master only (1)
1400000US06037102105,6037102105,2021,1674,54,322.58066,0,0,185.18518,31,137.39546,23,Master only (1)
1400000US06037102107,6037102107,2021,3920,101,257.65308,20.408163,8,119.89796,47,117.34694,46,Master only (1)
1400000US06037103101,6037103101,2021,2481,46,185.4091,24.183796,6,108.82709,27,52.398228,13,Master only (1)
1400000US06037103102,6037103102,2021,4692,133,283.46121,25.575447,12,121.48338,57,134.2711,63,Master only (1)
1400000US06037103201,6037103201,2021,4179,107,256.04211,21.536253,9,143.57501,60,90.930847,38,Master only (1)
1400000US06037103202,6037103202,2021,2082,94,451.48895,48.030739,10,225.74448,47,177.71373,37,Master only (1)
1400000US06037103300,6037103300,2021,3842,93,242.06143,7.8084331,3,148.36023,57,85.892761,33,Master only (1)
1400000US06037103401,6037103401,2021,2643,127,480.51456,22.701475,6,321.60425,85,132.42528,35,Master only (1)
1400000US06037103402,6037103402,2021,3902,64,164.01845,12.813942,5,79.446434,31,71.758072,28,Master only (1)
1400000US06037104103,6037104103,2021,4204,79,187.91628,14.272121,6,90.390106,38,83.254044,35,Master only (1)
1400000US06037104105,6037104105,2021,5789,112,193.47037,38.003109,22,60.459492,35,95.007774,55,Master only (1)
1400000US06037104108,6037104108,2021,5138,227,441.80615,58.388477,30,186.84312,96,194.62827,100,Master only (1)
1400000US06037104124,6037104124,2021,3889,25,64.283875,5.1427102,2,15.42813,6,43.713036,17,Master only (1)
1400000US06037104201,6037104201,2021,4599,170,369.64557,41.313328,19,97.847359,45,230.48489,106,Master only (1)
1400000US06037104203,6037104203,2021,5178,158,305.13712,34.762455,18,117.8061,61,150.63731,78,Master only (1)
1400000US06037104204,6037104204,2021,3749,199,530.80823,64.017075,24,216.05762,81,250.73354,94,Master only (1)
1400000US06037104310,6037104310,2021,4875,121,248.20512,20.512821,10,102.5641,50,125.1282,61,Master only (1)
1400000US06037104321,6037104321,2021,3115,85,272.8732,41.733547,13,83.467094,26,144.46228,45,Master only (1)
1400000US06037104322,6037104322,2021,1892,194,1025.37,121.56448,23,565.53912,107,338.26639,64,Master only (1)
1400000US06037104401,6037104401,2021,3066,128,417.48206,75.016312,23,133.72472,41,208.74103,64,Master only (1)
1400000US06037104403,6037104403,2021,2724,68,249.63289,47.723934,13,77.092514,21,124.81644,34,Master only (1)
1400000US06037104404,6037104404,2021,3413,126,369.17667,52.739525,18,93.759155,32,219.74802,75,Master only (1)
1400000US06037104500,6037104500,2021,3119,115,368.70792,60.916962,19,92.978516,29,214.81244,67,Master only (1)
1400000US06037104610,6037104610,2021,3274,91,277.94748,36.652412,12,125.22908,41,109.95724,36,Master only (1)
1400000US06037104620,6037104620,2021,3490,79,226.36104,25.787966,9,83.094559,29,117.47851,41,Master only (1)
1400000US06037104701,6037104701,2021,3812,125,327.91187,52.465897,20,78.698845,30,194.12383,74,Master only (1)
1400000US06037104703,6037104703,2021,2367,153,646.38782,54.921841,13,325.3063,77,257.71017,61,Master only (1)
1400000US06037104704,6037104704,2021,4487,148,329.84177,35.658569,16,118.11901,53,176.06418,79,Master only (1)
1400000US06037104821,6037104821,2021,3514,155,441.09277,59.760956,21,190.66591,67,190.66591,67,Master only (1)
1400000US06037104822,6037104822,2021,2668,80,299.85007,29.985008,8,146.17691,39,123.68816,33,Master only (1)
1400000US06037104823,6037104823,2021,3346,38,113.56844,17.931858,6,29.886431,10,62.761505,21,Master only (1)
1400000US06037104824,6037104824,2021,2781,128,460.26608,43.149944,12,212.1539,59,197.77058,55,Master only (1)
1400000US06037106010,6037106010,2021,3494,177,506.5827,34.344589,12,186.0332,65,286.20493,100,Master only (1)
1400000US06037106020,6037106020,2021,4790,162,338.20459,18.789145,9,148.22546,71,171.18997,82,Master only (1)
1400000US06037106111,6037106111,2021,4694,91,193.8645,14.912655,7,53.25948,25,123.562,58,Master only (1)
1400000US06037106112,6037106112,2021,5167,155,299.98065,27.095026,14,164.50551,85,108.3801,56,Master only (1)
1400000US06037106113,6037106113,2021,3797,96,252.83118,21.069265,8,113.2473,43,118.51462,45,Master only (1)
1400000US06037106114,6037106114,2021,6658,243,364.97446,45.058575,30,156.20306,104,163.71283,109,Master only (1)
1400000US06037106403,6037106403,2021,3501,156,445.58698,65.695518,23,159.9543,56,219.93716,77,Master only (1)
1400000US06037106405,6037106405,2021,4405,92,208.85358,24.971622,11,97.616348,43,86.26561,38,Master only (1)
1400000US06037106406,6037106406,2021,6360,139,218.55345,29.874214,19,100.62893,64,84.905663,54,Master only (1)
1400000US06037106407,6037106407,2021,2558,102,398.74902,62.548866,16,175.91869,45,160.28146,41,Master only (1)
1400000US06037106408,6037106408,2021,3749,60,160.04268,13.33689,5,56.014938,21,90.690849,34,Master only (1)
1400000US06037106510,6037106510,2021,5738,218,379.92331,19.170443,11,226.55978,130,132.45033,76,Master only (1)
1400000US06037106520,6037106520,2021,5861,152,259.3414,29.005289,17,117.72735,69,112.60877,66,Master only (1)
1400000US06037106603,6037106603,2021,3646,60,164.5639,5.4854636,2,112.452,41,46.626438,17,Master only (1)
1400000US06037106604,6037106604,2021,3749,199,530.80823,93.358231,35,232.06189,87,200.05334,75,Master only (1)
1400000US06037106641,6037106641,2021,2200,42,190.90909,13.636364,3,72.727272,16,104.54546,23,Master only (1)
1400000US06037106642,6037106642,2021,3421,70,204.61853,17.538731,6,114.00175,39,73.078049,25,Master only (1)
1400000US06037106643,6037106643,2021,4432,82,185.01805,6.7689528,3,112.81589,50,65.433212,29,Master only (1)
1400000US06037106645,6037106645,2021,3874,59,152.29736,0,0,100.67114,39,51.626225,20,Master only (1)
1400000US06037106646,6037106646,2021,3002,109,363.09128,23.317789,7,166.55563,50,173.21785,52,Master only (1)
1400000US06037106648,6037106648,2021,4570,189,413.56674,35.010941,16,175.0547,80,201.31291,92,Master only (1)
1400000US06037106649,6037106649,2021,2816,65,230.82387,17.755682,5,134.94318,38,74.57386,21,Master only (1)
1400000US06037107010,6037107010,2021,3118,82,262.98911,35.279026,11,80.179604,25,147.53047,46,Master only (1)
1400000US06037107020,6037107020,2021,5337,146,273.56192,26.231966,14,93.685593,50,148.02324,79,Master only (1)
1400000US06037108101,6037108101,2021,2324,57,245.26678,12.908778,3,111.87608,26,120.48193,28,Master only (1)
1400000US06037108102,6037108102,2021,3439,80,232.62576,20.354753,7,101.77377,35,110.49724,38,Master only (1)
1400000US06037108103,6037108103,2021,3064,55,179.50392,6.5274153,2,110.96606,34,62.010445,19,Master only (1)
1400000US06037108104,6037108104,2021,1756,24,136.67426,5.6947608,1,56.947609,10,74.031891,13,Master only (1)
1400000US06037108202,6037108202,2021,8776,156,177.75752,7.9762988,7,83.181404,73,85.46035,75,Master only (1)
1400000US06037108203,6037108203,2021,3301,15,45.440777,0,0,12.11754,4,33.323235,11,Master only (1)
1400000US06037108204,6037108204,2021,1831,110,600.76459,54.614964,10,376.84326,69,169.3064,31,Master only (1)
1400000US06037109100,6037109100,2021,2558,135,527.75604,43.002346,11,250.19547,64,230.64894,59,Master only (1)
1400000US06037109200,6037109200,2021,2863,94,328.32693,17.464199,5,192.10619,55,115.26371,33,Master only (1)
1400000US06037109300,6037109300,2021,2846,76,267.04147,7.0274067,2,133.52074,38,126.49332,36,Master only (1)
1400000US06037109400,6037109400,2021,4285,67,156.35939,21.0035,9,72.34539,31,63.010502,27,Master only (1)
1400000US06037109601,6037109601,2021,4849,130,268.09653,20.622808,10,134.04826,65,111.36317,54,Master only (1)
1400000US06037109603,6037109603,2021,4235,128,302.24323,23.612751,10,146.39906,62,129.87013,55,Master only (1)
1400000US06037109604,6037109604,2021,2812,193,686.34424,67.567566,19,359.17496,101,259.60172,73,Master only (1)
1400000US06037109700,6037109700,2021,4496,124,275.80072,22.241993,10,120.10676,54,133.45195,60,Master only (1)
1400000US06037109800,6037109800,2021,4766,111,232.8997,18.88376,9,117.49895,56,96.516998,46,Master only (1)
