geoid,geoid20,year,denom_total_pop,all_crime_count,all_crime_rate,parti_violent_rate,parti_violent_count,parti_property_rate,parti_property_count,partii_rate,partii_count,_merge
1400000US06037554302,6037554302,2018,4399,306,695.61261,56.831097,25,197.77222,87,441.00931,194,Master only (1)
1400000US06037554403,6037554403,2018,5566,532,955.8031,62.881783,35,282.0697,157,610.85162,340,Master only (1)
1400000US06037554404,6037554404,2018,4092,266,650.04889,43.98827,18,173.50929,71,432.55133,177,Master only (1)
1400000US06037554405,6037554405,2018,3045,265,870.27917,68.965515,21,351.39572,107,449.91791,137,Master only (1)
1400000US06037554406,6037554406,2018,5030,195,387.67395,15.904572,8,200.79523,101,170.97415,86,Master only (1)
1400000US06037554511,6037554511,2018,4177,142,339.95691,9.576251,4,160.40221,67,169.97845,71,Master only (1)
1400000US06037554512,6037554512,2018,6231,584,937.24927,44.936607,28,523.19049,326,369.12213,230,Master only (1)
1400000US06037554513,6037554513,2018,2727,54,198.01981,7.3340669,2,143.0143,39,47.671432,13,Master only (1)
1400000US06037554514,6037554514,2018,4796,216,450.37531,22.93578,11,227.27272,109,200.16681,96,Master only (1)
1400000US06037554515,6037554515,2018,3738,154,411.98502,21.401819,8,227.39433,85,163.18887,61,Master only (1)
1400000US06037554516,6037554516,2018,3955,115,290.77118,12.642225,5,176.99115,70,101.1378,40,Master only (1)
1400000US06037554517,6037554517,2018,4389,180,410.11621,13.67054,6,232.39919,102,164.04648,72,Master only (1)
1400000US06037554518,6037554518,2018,5418,143,263.93503,7.3827982,4,121.81617,66,134.73607,73,Master only (1)
1400000US06037554519,6037554519,2018,3672,160,435.72986,35.403049,13,206.97168,76,193.35512,71,Master only (1)
1400000US06037554521,6037554521,2018,6191,1236,1996.4464,83.992889,52,1182.3615,732,730.09204,452,Master only (1)
1400000US06037554522,6037554522,2018,4868,235,482.74445,22.596548,11,217.74857,106,242.39934,118,Master only (1)
1400000US06037554600,6037554600,2018,4493,137,304.91876,20.03116,9,144.66948,65,140.21812,63,Master only (1)
1400000US06037554700,6037554700,2018,4437,207,466.53143,40.567951,18,141.98782,63,283.97565,126,Master only (1)
1400000US06037554801,6037554801,2018,3051,226,740.74072,85.217964,26,137.65979,42,517.86298,158,Master only (1)
1400000US06037554802,6037554802,2018,6477,322,497.14374,27.790644,18,219.2373,142,250.1158,162,Master only (1)
1400000US06037554900,6037554900,2018,7287,286,392.47977,27.446136,20,163.30452,119,201.72911,147,Master only (1)
1400000US06037555001,6037555001,2018,5454,189,346.53467,22.002201,12,124.67914,68,199.85332,109,Master only (1)
1400000US06037555105,6037555105,2018,4665,341,730.97534,49.303322,23,323.68704,151,357.98499,167,Master only (1)
1400000US06037555106,6037555106,2018,3783,251,663.49457,50.224689,19,245.83664,93,367.43326,139,Master only (1)
1400000US06037555107,6037555107,2018,6196,171,275.9845,11.297611,7,127.50162,79,137.18529,85,Master only (1)
1400000US06037555211,6037555211,2018,5744,298,518.80225,50.487465,29,141.01671,81,327.29807,188,Master only (1)
1400000US06037555212,6037555212,2018,5320,230,432.33084,33.834587,18,124.06015,66,274.4361,146,Master only (1)
1400000US06037555300,6037555300,2018,6224,207,332.58356,14.460155,9,179.94859,112,138.1748,86,Master only (1)
1400000US06037570001,6037570001,2018,4951,201,405.97858,20.197939,10,177.74187,88,208.03877,103,Master only (1)
1400000US06037570002,6037570002,2018,2935,73,248.72232,6.8143101,2,129.47189,38,112.43612,33,Master only (1)
1400000US06037570003,6037570003,2018,4072,127,311.88605,19.646366,8,152.25934,62,139.98035,57,Master only (1)
1400000US06037570701,6037570701,2018,7199,379,526.46204,31.948881,23,301.43076,217,193.08237,139,Master only (1)
1400000US06037570703,6037570703,2018,3292,97,294.65372,15.188335,5,124.54435,41,154.92102,51,Master only (1)
1400000US06037570800,6037570800,2018,5245,812,1548.1411,64.823639,34,770.25739,404,713.06006,374,Master only (1)
1400000US06037570901,6037570901,2018,5825,214,367.38199,10.300429,6,176.82404,103,180.25751,105,Master only (1)
1400000US06037570902,6037570902,2018,3765,127,337.31738,37.184593,14,122.17796,46,177.95485,67,Master only (1)
1400000US06037571000,6037571000,2018,5987,108,180.39085,6.6811423,4,75.162849,45,98.546852,59,Master only (1)
1400000US06037571101,6037571101,2018,4541,175,385.37766,22.021582,10,138.73596,63,224.62013,102,Master only (1)
1400000US06037571102,6037571102,2018,3992,115,288.07614,30.06012,12,160.32065,64,97.695389,39,Master only (1)
1400000US06037571300,6037571300,2018,4432,160,361.01083,11.281589,5,171.48015,76,178.2491,79,Master only (1)
1400000US06037599000,6037599000,2018,3659,158,431.81198,8.1989613,3,84.722603,31,338.89041,124,Master only (1)
1400000US06037600100,6037600100,2018,7156,336,469.53604,90.83287,65,136.94801,98,241.75517,173,Master only (1)
1400000US06037600201,6037600201,2018,4801,267,556.13416,85.398872,41,143.72006,69,327.0152,157,Master only (1)
1400000US06037600202,6037600202,2018,6952,354,509.20599,94.936707,66,139.5282,97,274.74109,191,Master only (1)
1400000US06037600302,6037600302,2018,2808,255,908.11963,217.23647,61,270.65527,76,420.22791,118,Master only (1)
1400000US06037600303,6037600303,2018,3961,202,509.97223,106.03383,42,103.50922,41,300.4292,119,Master only (1)
1400000US06037600304,6037600304,2018,3905,289,740.07684,128.04097,50,151.08835,59,460.94751,180,Master only (1)
1400000US06037600400,6037600400,2018,4130,173,418.8862,55.690071,23,193.70461,80,169.49153,70,Master only (1)
1400000US06037601502,6037601502,2018,3956,85,214.86349,35.389282,14,50.556118,20,128.91811,51,Master only (1)
1400000US06037602801,6037602801,2018,3255,364,1118.2795,156.68202,51,279.56989,91,682.02765,222,Master only (1)
1400000US06037602802,6037602802,2018,4360,257,589.44952,50.458717,22,272.93579,119,266.05505,116,Master only (1)
1400000US06037603706,6037603706,2018,3842,69,179.59396,31.233732,12,72.878708,28,75.481522,29,Master only (1)
1400000US06037603801,6037603801,2018,4747,198,417.10553,37.918686,18,101.11649,48,278.07037,132,Master only (1)
1400000US06037603802,6037603802,2018,3777,179,473.92111,52.95208,20,145.61821,55,275.3508,104,Master only (1)
1400000US06037603901,6037603901,2018,3692,146,395.44962,18.959913,7,97.508125,36,278.98157,103,Master only (1)
1400000US06037603902,6037603902,2018,3771,129,342.08432,21.214533,8,127.28719,48,193.58261,73,Master only (1)
1400000US06037604001,6037604001,2018,4600,123,267.3913,32.608696,15,67.391304,31,167.39131,77,Master only (1)
1400000US06037604002,6037604002,2018,4886,118,241.50635,26.60663,13,104.37986,51,110.51985,54,Master only (1)
1400000US06037604101,6037604101,2018,3529,87,246.52876,25.502975,9,76.508926,27,144.51686,51,Master only (1)
1400000US06037609900,6037609900,2018,2110,78,369.66824,18.957346,4,146.91943,31,203.79147,43,Master only (1)
1400000US06037670001,6037670001,2018,3483,135,387.59689,31.58197,11,123.45679,43,232.55814,81,Master only (1)
1400000US06037670002,6037670002,2018,3997,187,467.85089,25.018764,10,145.10883,58,297.7233,119,Master only (1)
1400000US06037670003,6037670003,2018,5732,194,338.45081,13.956734,8,106.4201,61,218.07397,125,Master only (1)
1400000US06037670101,6037670101,2018,4449,267,600.13489,31.467745,14,186.55878,83,382.10834,170,Master only (1)
1400000US06037670102,6037670102,2018,2534,207,816.89032,23.67798,6,193.37016,49,599.84216,152,Master only (1)
1400000US06037670202,6037670202,2018,2560,43,167.96875,0,0,50.78125,13,117.1875,30,Master only (1)
1400000US06037670405,6037670405,2018,2816,32,113.63636,3.5511363,1,60.36932,17,49.715908,14,Master only (1)
1400000US06037670406,6037670406,2018,1857,29,156.16586,0,0,91.545502,17,64.620354,12,Master only (1)
1400000US06037670407,6037670407,2018,6178,69,111.68663,4.8559403,3,46.940758,29,59.889931,37,Master only (1)
1400000US06037670413,6037670413,2018,4767,43,90.203484,2.0977554,1,46.15062,22,41.955109,20,Master only (1)
1400000US06037670416,6037670416,2018,4370,66,151.02975,9.1533184,4,66.361557,29,75.514877,33,Master only (1)
1400000US06037670417,6037670417,2018,3309,147,444.24298,12.088244,4,214.56633,71,217.58839,72,Master only (1)
1400000US06037670418,6037670418,2018,3989,59,147.90674,5.0137877,2,62.672348,25,80.220604,32,Master only (1)
1400000US06037670500,6037670500,2018,1628,24,147.42015,0,0,42.997543,7,104.42261,17,Master only (1)
1400000US06037670603,6037670603,2018,1897,44,231.94518,5.2714815,1,105.42963,20,121.24407,23,Master only (1)
1400000US06037670604,6037670604,2018,5005,185,369.63037,9.9900103,5,151.84814,76,207.79221,104,Master only (1)
1400000US06037670701,6037670701,2018,6816,192,281.69016,7.335681,5,145.24648,99,129.10799,88,Master only (1)
1400000US06037670702,6037670702,2018,5553,103,185.48532,0,0,64.829819,36,120.6555,67,Master only (1)
1400000US06037700101,6037700101,2018,5265,528,1002.849,36.087368,19,324.78632,171,641.97528,338,Master only (1)
1400000US06037700102,6037700102,2018,4306,945,2194.6121,132.37343,57,1058.9874,456,1003.2513,432,Master only (1)
1400000US06037700200,6037700200,2018,7082,478,674.95056,28.24061,20,232.98503,165,413.72495,293,Master only (1)
1400000US06037700300,6037700300,2018,6461,540,835.78394,32.502708,21,295.61987,191,507.66135,328,Master only (1)
1400000US06037700400,6037700400,2018,5529,1460,2640.6221,146.50027,81,1253.3912,693,1240.7307,686,Master only (1)
1400000US06037700501,6037700501,2018,3565,409,1147.2651,56.100983,20,356.24124,127,734.92285,262,Master only (1)
1400000US06037700502,6037700502,2018,4174,350,838.52417,28.749401,12,344.9928,144,464.78198,194,Master only (1)
1400000US06037702900,6037702900,2018,9751,492,504.56363,22.561789,22,282.02237,275,199.97949,195,Master only (1)
1400000US06037703100,6037703100,2018,5935,254,427.96967,33.698399,20,252.73799,150,141.53328,84,Master only (1)
1400000US06037703200,6037703200,2018,5645,222,393.26837,15.943313,9,253.32152,143,124.00354,70,Master only (1)
1400000US06037800101,6037800101,2018,5647,140,247.91925,14.166814,8,95.625999,54,138.12643,78,Master only (1)
1400000US06037800103,6037800103,2018,2305,74,321.04123,8.6767893,2,143.16702,33,169.1974,39,Master only (1)
1400000US06037800104,6037800104,2018,4272,59,138.10861,7.0224719,3,44.475655,19,86.610489,37,Master only (1)
1400000US06037800202,6037800202,2018,5918,138,233.18689,6.7590404,4,76.0392,45,150.38864,89,Master only (1)
1400000US06037800204,6037800204,2018,4598,299,650.28271,8.6994343,4,371.90082,171,269.68246,124,Master only (1)
1400000US06037800205,6037800205,2018,652,83,1273.0061,30.674847,2,521.47241,34,720.85889,47,Master only (1)
1400000US06037800206,6037800206,2018,4961,74,149.16348,6.0471678,3,64.503128,32,78.613182,39,Master only (1)
1400000US06037800324,6037800324,2018,6859,310,451.96094,18.953199,13,186.61612,128,246.3916,169,Master only (1)
1400000US06037800325,6037800325,2018,3528,98,277.77777,8.5034018,3,133.21996,47,136.05443,48,Master only (1)
1400000US06037800328,6037800328,2018,2770,35,126.35379,0,0,61.371841,17,64.981949,18,Master only (1)
1400000US06037800333,6037800333,2018,1290,102,790.69769,38.759689,5,294.57364,38,457.36435,59,Master only (1)
1400000US06037800334,6037800334,2018,4903,95,193.75893,14.276974,7,61.187027,30,118.29492,58,Master only (1)
1400000US06037800335,6037800335,2018,5896,205,347.69336,11.872456,7,167.91045,99,167.91045,99,Master only (1)
1400000US06037800336,6037800336,2018,5845,202,345.59451,5.1325917,3,116.33875,68,224.12318,131,Master only (1)
1400000US06037800337,6037800337,2018,822,164,1995.1338,48.6618,4,681.2652,56,1265.2068,104,Master only (1)
1400000US06037800338,6037800338,2018,6612,144,217.78584,1.5124017,1,117.96733,78,98.306107,65,Master only (1)
1400000US06037800406,6037800406,2018,2811,116,412.66452,10.672359,3,206.33226,58,195.65991,55,Master only (1)
1400000US06037800410,6037800410,2018,4033,80,198.36349,4.9590874,2,59.509048,24,133.89537,54,Master only (1)
1400000US06037800411,6037800411,2018,4057,137,337.68796,7.3946266,3,125.70865,51,204.58467,83,Master only (1)
1400000US06037800412,6037800412,2018,3176,184,579.34509,15.743073,5,163.72797,52,399.87405,127,Master only (1)
1400000US06037800504,6037800504,2018,2538,415,1635.1458,47.281322,12,480.69345,122,1107.171,281,Master only (1)
1400000US06037800506,6037800506,2018,3150,195,619.04761,12.698413,4,225.39682,71,380.95239,120,Master only (1)
1400000US06037900102,6037900102,2018,588,91,1547.619,119.04762,7,561.22449,33,867.34692,51,Master only (1)
1400000US06037900103,6037900103,2018,5683,219,385.35983,40.471581,23,142.53035,81,202.35791,115,Master only (1)
1400000US06037900104,6037900104,2018,5783,304,525.67871,36.313332,21,195.40031,113,293.96506,170,Master only (1)
1400000US06037900301,6037900301,2018,608,179,2944.0789,279.60526,17,805.92108,49,1858.5526,113,Master only (1)
1400000US06037900501,6037900501,2018,6712,764,1138.2599,83.432655,56,248.80811,167,806.01904,541,Master only (1)
1400000US06037900504,6037900504,2018,6703,714,1065.1947,62.658512,42,311.80069,209,690.73547,463,Master only (1)
1400000US06037900505,6037900505,2018,3661,388,1059.8197,90.139305,33,303.19586,111,666.48456,244,Master only (1)
1400000US06037900506,6037900506,2018,4342,298,686.31964,85.214188,37,228.00552,99,373.09995,162,Master only (1)
1400000US06037900508,6037900508,2018,3772,201,532.87378,29.162249,11,140.50902,53,363.20255,137,Master only (1)
1400000US06037900509,6037900509,2018,2879,210,729.41992,72.941994,21,191.03856,55,465.43939,134,Master only (1)
1400000US06037900510,6037900510,2018,3984,113,283.63455,27.610441,11,77.811249,31,178.21284,71,Master only (1)
1400000US06037900602,6037900602,2018,5841,284,486.21811,42.800892,25,130.1147,76,313.30252,183,Master only (1)
1400000US06037900606,6037900606,2018,3373,825,2445.8938,174.91847,59,441.74326,149,1829.2322,617,Master only (1)
1400000US06037900607,6037900607,2018,4088,459,1122.7985,102.73972,42,244.61839,100,775.44031,317,Master only (1)
1400000US06037900608,6037900608,2018,3503,206,588.06738,39.965744,14,176.99115,62,371.11047,130,Master only (1)
1400000US06037900609,6037900609,2018,5225,429,821.05261,74.641151,39,275.59808,144,470.81339,246,Master only (1)
1400000US06037900610,6037900610,2018,4649,189,406.53903,34.416004,16,98.946007,46,273.17703,127,Master only (1)
1400000US06037900611,6037900611,2018,2784,151,542.38507,32.327587,9,165.22989,46,344.82758,96,Master only (1)
1400000US06037900701,6037900701,2018,4602,995,2162.1035,186.87527,86,471.53412,217,1503.6941,692,Master only (1)
1400000US06037900703,6037900703,2018,4212,681,1616.8091,106.83761,45,543.68469,229,966.2868,407,Master only (1)
1400000US06037900704,6037900704,2018,2802,514,1834.4041,121.3419,34,649.53607,182,1063.526,298,Master only (1)
1400000US06037900705,6037900705,2018,3949,646,1635.8572,91.162323,36,665.99139,263,878.70349,347,Master only (1)
1400000US06037900804,6037900804,2018,3480,344,988.50574,109.1954,38,235.63219,82,643.67816,224,Master only (1)
1400000US06037900805,6037900805,2018,4814,354,735.35522,54.00914,26,230.57748,111,450.76859,217,Master only (1)
1400000US06037900806,6037900806,2018,4522,929,2054.4006,187.96992,85,393.63113,178,1472.7997,666,Master only (1)
1400000US06037900807,6037900807,2018,4512,185,410.01773,39.893616,18,135.19504,61,234.92908,106,Master only (1)
1400000US06037900808,6037900808,2018,4534,295,650.63959,63.961182,29,165.41685,75,421.26157,191,Master only (1)
1400000US06037900901,6037900901,2018,1767,147,831.91852,50.933784,9,299.94342,53,481.04132,85,Master only (1)
1400000US06037900902,6037900902,2018,2218,58,261.49686,9.0171328,2,117.22272,26,135.25699,30,Master only (1)
1400000US06037901003,6037901003,2018,4884,18,36.855038,4.0950041,2,10.237511,5,22.522522,11,Master only (1)
1400000US06037901007,6037901007,2018,2098,167,795.99622,61.963776,13,285.98666,60,448.04575,94,Master only (1)
1400000US06037901008,6037901008,2018,2733,496,1814.8555,131.72337,36,914.74573,250,768.38641,210,Master only (1)
1400000US06037901009,6037901009,2018,5295,344,649.66949,41.54863,22,249.29178,132,358.82907,190,Master only (1)
1400000US06037901010,6037901010,2018,5853,221,377.58414,23.919357,14,138.39056,81,215.27422,126,Master only (1)
1400000US06037901011,6037901011,2018,5322,206,387.07254,18.789928,10,176.62534,94,191.65727,102,Master only (1)
1400000US06037901012,6037901012,2018,3939,91,231.0231,22.848438,9,68.545319,27,139.62935,55,Master only (1)
1400000US06037901013,6037901013,2018,2997,147,490.49048,30.030029,9,206.87354,62,253.58691,76,Master only (1)
1400000US06037901014,6037901014,2018,6341,200,315.40765,6.3081532,4,102.50749,65,206.59203,131,Master only (1)
1400000US06037901101,6037901101,2018,5482,158,288.21597,20.06567,11,107.62495,59,160.52536,88,Master only (1)
1400000US06037901102,6037901102,2018,5384,231,429.04904,26.002972,14,167.16196,90,235.88409,127,Master only (1)
1400000US06037901209,6037901209,2018,1839,135,734.0946,27.18869,5,293.63785,54,413.26807,76,Master only (1)
1400000US06037901210,6037901210,2018,1733,18,103.86613,0,0,40.392384,7,63.473743,11,Master only (1)
1400000US06037901214,6037901214,2018,1234,65,526.74231,56.726093,7,170.17828,21,299.83792,37,Master only (1)
1400000US06037901215,6037901215,2018,619,131,2116.3167,96.930534,6,371.56705,23,1647.8191,102,Master only (1)
1400000US06037901216,6037901216,2018,9844,44,44.697277,2.0316944,2,19.301098,19,23.364487,23,Master only (1)
1400000US06037901217,6037901217,2018,3930,25,63.613232,7.6335878,3,25.445293,10,30.534351,12,Master only (1)
1400000US06037901218,6037901218,2018,664,26,391.56625,15.060241,1,195.78313,13,180.72289,12,Master only (1)
1400000US06037901300,6037901300,2018,6126,137,223.63696,9.7943192,6,83.251717,51,130.59093,80,Master only (1)
1400000US06037910002,6037910002,2018,8039,194,241.32355,22.390844,18,85.831573,69,133.10114,107,Master only (1)
1400000US06037910210,6037910210,2018,7507,96,127.88065,3.9962702,3,43.958973,33,79.9254,60,Master only (1)
1400000US06037910211,6037910211,2018,1189,39,328.00671,8.410429,1,134.56686,16,185.02943,22,Master only (1)
1400000US06037910212,6037910212,2018,4122,71,172.24648,4.8520136,2,48.520134,20,118.87434,49,Master only (1)
1400000US06037910213,6037910213,2018,1367,138,1009.5099,14.630578,2,636.43011,87,358.44916,49,Master only (1)
1400000US06037910214,6037910214,2018,5807,155,266.91925,22.386774,13,67.160324,39,177.37213,103,Master only (1)
1400000US06037910215,6037910215,2018,6074,354,582.81201,16.463615,10,299.63779,182,266.71057,162,Master only (1)
1400000US06037910216,6037910216,2018,4587,86,187.48637,10.900371,5,98.103333,45,78.482666,36,Master only (1)
1400000US06037910217,6037910217,2018,4416,58,131.34058,20.380434,9,27.173914,12,83.786232,37,Master only (1)
1400000US06037910218,6037910218,2018,4786,774,1617.2169,81.487671,39,722.94189,346,812.78729,389,Master only (1)
1400000US06037910301,6037910301,2018,4053,156,384.90009,37.009621,15,118.43079,48,229.45966,93,Master only (1)
1400000US06037910302,6037910302,2018,5283,76,143.85765,9.4643192,5,68.143097,36,66.250237,35,Master only (1)
1400000US06037910401,6037910401,2018,6559,339,516.84711,48.787926,32,149.41302,98,318.64615,209,Master only (1)
1400000US06037910404,6037910404,2018,4350,129,296.55173,25.287355,11,75.862068,33,195.4023,85,Master only (1)
1400000US06037910405,6037910405,2018,5789,706,1219.5543,82.915878,48,264.29434,153,872.34412,505,Master only (1)
1400000US06037910501,6037910501,2018,5088,697,1369.8899,108.09748,55,300.70755,153,961.0849,489,Master only (1)
1400000US06037910502,6037910502,2018,4439,350,788.46588,51.813473,23,250.05632,111,486.59607,216,Master only (1)
1400000US06037910504,6037910504,2018,4750,207,435.78946,27.368422,13,113.68421,54,294.73685,140,Master only (1)
1400000US06037910505,6037910505,2018,3251,77,236.8502,15.379883,5,116.88711,38,104.58321,34,Master only (1)
1400000US06037910601,6037910601,2018,6843,339,495.39676,43.84042,30,127.13722,87,324.41913,222,Master only (1)
1400000US06037910602,6037910602,2018,4322,506,1170.7543,83.294769,36,333.17908,144,754.2804,326,Master only (1)
1400000US06037910605,6037910605,2018,4710,129,273.88535,12.738853,6,74.309982,35,186.83652,88,Master only (1)
1400000US06037910606,6037910606,2018,3476,74,212.88838,8.6306095,3,51.783661,18,152.47411,53,Master only (1)
1400000US06037910607,6037910607,2018,3126,114,364.68329,15.994882,5,108.7652,34,239.92322,75,Master only (1)
1400000US06037910608,6037910608,2018,3587,142,395.87399,39.029831,14,105.93811,38,250.90605,90,Master only (1)
1400000US06037910706,6037910706,2018,6095,387,634.94666,49.220673,30,224.7744,137,360.9516,220,Master only (1)
1400000US06037910707,6037910707,2018,4940,163,329.9595,26.31579,13,78.947365,39,224.69635,111,Master only (1)
1400000US06037910709,6037910709,2018,1983,84,423.60062,10.085729,2,136.15733,27,277.35754,55,Master only (1)
1400000US06037910712,6037910712,2018,2924,134,458.27634,34.199726,10,167.57866,49,256.49796,75,Master only (1)
1400000US06037910713,6037910713,2018,5652,260,460.01416,26.539278,15,203.4678,115,230.00708,130,Master only (1)
1400000US06037910714,6037910714,2018,4113,119,289.32654,34.038414,14,72.939461,30,182.34865,75,Master only (1)
1400000US06037910715,6037910715,2018,6494,242,372.65167,26.178011,17,120.11087,78,226.36279,147,Master only (1)
1400000US06037910716,6037910716,2018,5862,126,214.94371,15.353122,9,63.118389,37,136.4722,80,Master only (1)
1400000US06037910717,6037910717,2018,3545,43,121.2976,11.283498,4,31.029619,11,78.984482,28,Master only (1)
1400000US06037910718,6037910718,2018,4148,118,284.47446,21.697203,9,84.378014,35,178.39923,74,Master only (1)
1400000US06037910719,6037910719,2018,4095,51,124.54212,2.4420025,1,36.630035,15,85.470085,35,Master only (1)
1400000US06037910720,6037910720,2018,3594,108,300.50082,13.912076,5,127.9911,46,158.59766,57,Master only (1)
1400000US06037910721,6037910721,2018,4212,124,294.39697,21.367521,9,121.08262,51,151.94682,64,Master only (1)
1400000US06037910804,6037910804,2018,2346,91,387.89429,25.575447,6,183.29071,43,179.02814,42,Master only (1)
1400000US06037910807,6037910807,2018,6245,99,158.52682,4.803843,3,40.032024,25,113.69096,71,Master only (1)
1400000US06037910808,6037910808,2018,3385,50,147.71049,0,0,53.175774,18,94.534714,32,Master only (1)
1400000US06037910809,6037910809,2018,1710,65,380.11697,17.543859,3,122.80701,21,239.76608,41,Master only (1)
1400000US06037910810,6037910810,2018,2455,50,203.66599,4.0733199,1,93.686356,23,105.90631,26,Master only (1)
1400000US06037910814,6037910814,2018,3962,53,133.77083,12.619889,5,60.575466,24,60.575466,24,Master only (1)
1400000US06037910815,6037910815,2018,5807,242,416.73843,20.664715,12,184.26038,107,211.81332,123,Master only (1)
1400000US06037911001,6037911001,2018,4380,231,527.39728,27.397261,12,255.70776,112,244.29224,107,Master only (1)
1400000US06037911100,6037911100,2018,8045,378,469.85706,22.374146,18,161.59105,130,285.89185,230,Master only (1)
1400000US06037920013,6037920013,2018,6567,251,382.21411,13.704888,9,115.73016,76,252.77905,166,Master only (1)
1400000US06037920015,6037920015,2018,5672,56,98.730606,7.052186,4,24.682652,14,66.995766,38,Master only (1)
1400000US06037920016,6037920016,2018,4398,37,84.12915,0,0,22.737608,10,61.391541,27,Master only (1)
1400000US06037920017,6037920017,2018,4491,103,229.34758,8.906702,4,71.253616,32,149.18726,67,Master only (1)
1400000US06037920018,6037920018,2018,2095,36,171.83771,4.7732697,1,71.599045,15,95.465393,20,Master only (1)
1400000US06037920020,6037920020,2018,7030,95,135.13513,5.6899004,4,49.786629,35,79.658607,56,Master only (1)
1400000US06037920028,6037920028,2018,6758,61,90.26339,4.4391832,3,13.31755,9,72.50666,49,Master only (1)
1400000US06037920029,6037920029,2018,4282,75,175.15179,4.6707149,2,42.03643,18,128.44466,55,Master only (1)
1400000US06037920030,6037920030,2018,5845,242,414.02908,11.976048,7,177.92986,104,224.12318,131,Master only (1)
1400000US06037920031,6037920031,2018,5754,128,222.45395,8.6896076,5,62.56517,36,151.19917,87,Master only (1)
1400000US06037920034,6037920034,2018,3582,56,156.33723,11.166945,4,39.084309,14,106.08598,38,Master only (1)
1400000US06037920035,6037920035,2018,7112,390,548.36896,21.091114,15,115.29809,82,411.97977,293,Master only (1)
1400000US06037920038,6037920038,2018,4292,149,347.1575,6.9897485,3,93.196648,40,246.97112,106,Master only (1)
1400000US06037920039,6037920039,2018,1824,39,213.8158,16.447369,3,49.342106,9,148.02632,27,Master only (1)
1400000US06037920040,6037920040,2018,3360,67,199.40475,14.880953,5,62.5,21,122.02381,41,Master only (1)
1400000US06037920041,6037920041,2018,3085,143,463.53323,9.724473,3,175.04051,54,278.76822,86,Master only (1)
1400000US06037920042,6037920042,2018,7527,329,437.09314,14.614056,11,178.02577,134,244.45331,184,Master only (1)
1400000US06037920043,6037920043,2018,7005,253,361.17059,11.420414,8,216.98787,152,132.76231,93,Master only (1)
1400000US06037920044,6037920044,2018,2552,60,235.10971,3.9184954,1,78.369904,20,152.82132,39,Master only (1)
1400000US06037920045,6037920045,2018,4472,66,147.58498,0,0,49.194992,22,98.389984,44,Master only (1)
1400000US06037920046,6037920046,2018,3692,192,520.04333,32.502708,12,75.839653,28,411.70099,152,Master only (1)
1400000US06037920047,6037920047,2018,4574,235,513.7735,24.048973,11,159.59773,73,330.1268,151,Master only (1)
1400000US06037920048,6037920048,2018,6056,238,392.99869,8.2562752,5,140.35667,85,244.38573,148,Master only (1)
1400000US06037920049,6037920049,2018,4674,85,181.85709,2.1394951,1,59.905861,28,119.81172,56,Master only (1)
1400000US06037920050,6037920050,2018,1219,32,262.51025,32.813782,4,98.441345,12,131.25513,16,Master only (1)
1400000US06037920102,6037920102,2018,5330,293,549.71857,30.018763,16,150.09381,80,369.60602,197,Master only (1)
1400000US06037920104,6037920104,2018,2965,58,195.61551,13.490726,4,80.944351,24,101.18044,30,Master only (1)
1400000US06037920106,6037920106,2018,3840,305,794.27081,52.083332,20,111.97916,43,630.20831,242,Master only (1)
1400000US06037920109,6037920109,2018,5666,42,74.126366,0,0,24.70879,14,49.41758,28,Master only (1)
1400000US06037920110,6037920110,2018,3114,33,105.97302,3.2113037,1,38.535645,12,64.226074,20,Master only (1)
1400000US06037920111,6037920111,2018,2965,37,124.78921,3.3726814,1,50.590218,15,70.826309,21,Master only (1)
1400000US06037920112,6037920112,2018,4279,43,100.49077,2.3369946,1,23.369946,10,74.783829,32,Master only (1)
1400000US06037920114,6037920114,2018,6710,128,190.76006,5.9612517,4,80.476898,54,104.32191,70,Master only (1)
1400000US06037920115,6037920115,2018,4026,248,615.99603,17.386984,7,295.57874,119,303.0303,122,Master only (1)
1400000US06037920116,6037920116,2018,5284,76,143.83043,1.8925056,1,62.452686,33,79.485237,42,Master only (1)
1400000US06037920118,6037920118,2018,5902,95,160.96239,6.7773638,4,57.60759,34,96.577431,57,Master only (1)
1400000US06037920119,6037920119,2018,1949,17,87.22422,0,0,30.785017,6,56.439201,11,Master only (1)
1400000US06037920120,6037920120,2018,1162,35,301.20483,0,0,146.29948,17,154.90533,18,Master only (1)
1400000US06037920121,6037920121,2018,9907,317,319.97577,3.028162,3,153.42686,152,163.52074,162,Master only (1)
1400000US06037920200,6037920200,2018,5233,1525,2914.1982,191.09497,100,38.218994,20,2684.8843,1405,Master only (1)
1400000US06037920303,6037920303,2018,1690,28,165.68048,11.834319,2,41.42012,7,112.42603,19,Master only (1)
1400000US06037920312,6037920312,2018,4956,394,794.99597,28.248587,14,215.89992,107,550.84747,273,Master only (1)
1400000US06037920313,6037920313,2018,5678,226,398.02747,15.850652,9,125.04403,71,257.13278,146,Master only (1)
1400000US06037920314,6037920314,2018,3089,292,945.28973,19.423761,6,356.10229,110,569.76367,176,Master only (1)
1400000US06037920322,6037920322,2018,2919,71,243.23398,6.8516617,2,85.645767,25,150.73656,44,Master only (1)
1400000US06037920326,6037920326,2018,8013,462,576.56311,12.47972,10,287.03357,230,277.0498,222,Master only (1)
1400000US06037920328,6037920328,2018,2027,107,527.87372,19.733597,4,266.40356,54,241.73656,49,Master only (1)
